 Rank   | Clan   | Tanks   | Participants   | Rate
 041    | _RLD_  | 31      | 76             | 40.79%
 042    | VISN   | 31      | 47             | 65.96%
 043    | TRIGG  | 30      | 82             | 36.59%
 044    | EXTR4  | 30      | 63             | 47.62%
 045    | DRKOL  | 30      | 58             | 51.72%
 046    | CUDRA  | 30      | 63             | 47.62%
 047    | TRUC   | 30      | 74             | 40.54%
 048    | HABSB  | 29      | 66             | 43.94%
 049    | WAYR   | 29      | 81             | 35.80%
 050    | GTD    | 29      | 74             | 39.19%
 051    | 2DBFL  | 29      | 79             | 36.71%
 052    | GHS    | 29      | 86             | 33.72%
 053    | -FREI  | 29      | 59             | 49.15%
 054    | CSA    | 28      | 48             | 58.33%
 055    | SANDY  | 28      | 97             | 28.87%
 056    | L0RD_  | 28      | 64             | 43.75%
 057    | MSTIC  | 28      | 74             | 37.84%
 058    | H_E_D  | 28      | 59             | 47.46%
 059    | _LAST  | 27      | 47             | 57.45%
 060    | HESH_  | 27      | 73             | 36.99%
 061    | -3AM-  | 27      | 56             | 48.21%
 062    | INCT   | 27      | 60             | 45.00%
 063    | BEONE  | 27      | 90             | 30.00%
 064    | NOM1   | 26      | 82             | 31.71%
 065    | APAZ   | 26      | 82             | 31.71%
 066    | UTPXD  | 26      | 69             | 37.68%
 067    | -NARF  | 26      | 84             | 30.95%
 068    | ORDA   | 25      | 72             | 34.72%
 069    | P5F    | 25      | 40             | 62.50%
 070    | BAL0U  | 24      | 80             | 30.00%
 071    | ENJ0Y  | 24      | 67             | 35.82%
 072    | G-ON   | 24      | 59             | 40.68%
 073    | CBAIT  | 24      | 89             | 26.97%
 074    | INV2L  | 24      | 62             | 38.71%
 075    | -INVA  | 24      | 43             | 55.81%
 076    | OKEY   | 23      | 50             | 46.00%
 077    | METOX  | 23      | 50             | 46.00%
 078    | DAILY  | 23      | 58             | 39.66%
 079    | ANWAY  | 22      | 45             | 48.89%
 080    | 8923   | 22      | 75             | 29.33%
 081    | TI3OX  | 22      | 40             | 55.00%
 082    | TRUT-  | 22      | 36             | 61.11%
 083    | W3RNG  | 22      | 92             | 23.91%
 084    | INVIL  | 21      | 48             | 43.75%
 085    | KN4    | 21      | 64             | 32.81%
 086    | TREAD  | 21      | 42             | 50.00%
 087    | CYOU   | 21      | 38             | 55.26%
 088    | TRIFI  | 20      | 52             | 38.46%
 089    | TN0R   | 20      | 73             | 27.40%
 090    | _AOG_  | 20      | 43             | 46.51%
 091    | NONET  | 20      | 51             | 39.22%
 092    | MVPS   | 19      | 44             | 43.18%
 093    | ALL1N  | 19      | 71             | 26.76%
 094    | POGU_  | 18      | 48             | 37.50%
 095    | KOPM2  | 17      | 23             | 73.91%
 096    | HAPPS  | 17      | 73             | 23.29%
 097    | LACHY  | 17      | 64             | 26.56%
 098    | BEYOU  | 17      | 44             | 38.64%
 099    | IDUNO  | 17      | 59             | 28.81%
 100    | EXCEL  | 16      | 26             | 61.54%
 101    | DY1NG  | 16      | 34             | 47.06%
 102    | LZ-SQ  | 16      | 46             | 34.78%
 103    | TDSTR  | 16      | 63             | 25.40%
 104    | SWEIN  | 16      | 48             | 33.33%
 105    | PRMKS  | 16      | 48             | 33.33%
 106    | R3QT   | 15      | 51             | 29.41%
 107    | T-17   | 15      | 55             | 27.27%
 108    | TRZAN  | 15      | 71             | 21.13%
 109    | ABI    | 15      | 39             | 38.46%
 110    | MORGO  | 15      | 58             | 25.86%
 111    | WPE    | 15      | 69             | 21.74%
 112    | CRWZ   | 15      | 55             | 27.27%
 113    | AL-IN  | 15      | 79             | 18.99%
 114    | GRFIN  | 15      | 58             | 25.86%
 115    | WTBT   | 15      | 20             | 75.00%
 116    | I-MOS  | 15      | 63             | 23.81%
 117    | PARSA  | 15      | 56             | 26.79%
 118    | RA-AG  | 15      | 66             | 22.73%
 119    | GRRR-  | 15      | 45             | 33.33%
 120    | BD_CR  | 15      | 67             | 22.39%
 121    | ECB-G  | 14      | 56             | 25.00%
 122    | SERPE  | 14      | 65             | 21.54%
 123    | -SNOW  | 14      | 59             | 23.73%
 124    | QUENS  | 14      | 82             | 17.07%
 125    | R-T-S  | 14      | 75             | 18.67%
 126    | _NFS_  | 14      | 62             | 22.58%
 127    | A_A_D  | 14      | 50             | 28.00%
 128    | LICHT  | 14      | 79             | 17.72%
 129    | AB0VE  | 14      | 55             | 25.45%
 130    | D_E_D  | 13      | 90             | 14.44%
 131    | DACUS  | 13      | 53             | 24.53%
 132    | -ODP-  | 13      | 62             | 20.97%
 133    | KOJA   | 13      | 75             | 17.33%
 134    | TAF-R  | 13      | 40             | 32.50%
 135    | SOLWE  | 13      | 62             | 20.97%
 136    | CULT   | 13      | 66             | 19.70%
 137    | TUNTO  | 13      | 76             | 17.11%
 138    | _VAL_  | 13      | 76             | 17.11%
 139    | MYGOD  | 13      | 80             | 16.25%
 140    | REGA   | 13      | 46             | 28.26%
 141    | IDEAL  | 12      | 35             | 34.29%
 142    | NOCTE  | 12      | 79             | 15.19%
 143    | -RL    | 12      | 61             | 19.67%
 144    | DRDD   | 12      | 34             | 35.29%
 145    | SIWA   | 11      | 61             | 18.03%
 146    | CZMA   | 11      | 67             | 16.42%
 147    | D_DOS  | 11      | 53             | 20.75%
 148    | UAFY   | 11      | 51             | 21.57%
 149    | FEST-  | 10      | 42             | 23.81%
 150    | -BIA-  | 10      | 39             | 25.64%
 151    | D0NE   | 9       | 53             | 16.98%
 152    | ROGFI  | 9       | 48             | 18.75%
 153    | ARCAN  | 9       | 46             | 19.57%
 154    | KRAFT  | 9       | 27             | 33.33%
 155    | _2B_   | 9       | 15             | 60.00%
 156    | ANTH   | 9       | 45             | 20.00%
 157    | GIRAF  | 9       | 66             | 13.64%
 158    | -NWS-  | 8       | 28             | 28.57%
 159    | 5284   | 8       | 62             | 12.90%
 160    | -TSS-  | 8       | 46             | 17.39%
 161    | HAKOO  | 8       | 61             | 13.11%
 162    | PENGW  | 7       | 14             | 50.00%
 163    | WEARE  | 7       | 25             | 28.00%
 164    | STALE  | 7       | 62             | 11.29%
 165    | 1BKPO  | 6       | 29             | 20.69%
 166    | N_JOY  | 6       | 38             | 15.79%
 167    | REZIS  | 6       | 48             | 12.50%
 168    | O-B-K  | 6       | 49             | 12.24%
 169    | MANTO  | 4       | 7              | 57.14%
 170    | M4YBE  | 3       | 5              | 60.00%
 171    | SK0LL  | 3       | 40             | 7.50%
 172    | 8RA1N  | 2       | 86             | 2.33%
 173    | PBP4F  | 1       | 1              | 100.00%
 174    | K4E    | 1       | 55             | 1.82%
 175    | SICH   | 1       | 23             | 4.35%
 176    | RONCS  | 1       | 2              | 50.00%
 177    | P33PO  | 1       | 35             | 2.86%
 178    | _EON_  | 1       | 45             | 2.22%
 179    | GOP    | 1       | 55             | 1.82%
